allow_commercial,analysis_method,announcement_date,available_in_zeroeval,benchmark_id,benchmark_name,categories,country,created_at,data_type,description,fine_tuned_from_model_id,implementation_link,is_self_reported,knowledge_cutoff,language,license_id,max_score,modality,model_benchmark_id,model_family_id,model_id,multilingual,multimodal,name,normalized_score,organization_country,organization_description,organization_id,organization_name,organization_website,paper_link,param_count,parent_benchmark_id,provider_id,release_date,score,self_reported_source_link,source_api_ref,source_paper,source_playground,source_repo_link,source_scorecard_blog_link,source_weights_link,training_tokens,updated_at,verification_date,verification_hardware,verification_notes,verification_provider_id,verified,verified_by_llmstats,website
,standard,,,math,MATH,,,2025-07-19T19:56:11.887521+00:00,benchmark_result,,,,True,,,,,,418,,claude-3-5-sonnet-20241022,,,,0.783,,,anthropic,,,,,,,,0.783,https://www.anthropic.com/news/3-5-models-and-computer-use,,,,,,,,2025-07-19T19:56:11.887521+00:00,,,,,,False,
,testmini,,,mathvista,MathVista,,,2025-07-19T19:56:12.108158+00:00,benchmark_result,,,,True,,,,,,535,,claude-3-5-sonnet-20241022,,,,0.677,,,anthropic,,,,,,,,0.677,https://www-cdn.anthropic.com/fed9cc193a14b84131812372d8d5857f8f304c52/Model_Card_Claude_3_Addendum.pdf,,,,,,,,2025-07-19T19:56:12.108158+00:00,,,,,,False,
,0-shot CoT,,,mgsm,MGSM,,,2025-07-19T19:56:13.707042+00:00,benchmark_result,,,,True,,,,,,1293,,claude-3-5-sonnet-20241022,,,,0.916,,,anthropic,,,,,,,,0.916,https://www.anthropic.com/news/3-5-models-and-computer-use,,,,,,,,2025-07-19T19:56:13.707042+00:00,,,,,,False,
,5-shot CoT,,,mmlu,MMLU,,,2025-07-19T19:56:11.298011+00:00,benchmark_result,,,,True,,,,,,105,,claude-3-5-sonnet-20241022,,,,0.904,,,anthropic,,,,,,,,0.904,https://www.anthropic.com/news/3-5-models-and-computer-use,,,,,,,,2025-07-19T19:56:11.298011+00:00,,,,,,False,
,5-shot,,,mmlu-pro,MMLU-Pro,,,2025-07-19T19:56:11.501331+00:00,benchmark_result,,,,True,,,,,,211,,claude-3-5-sonnet-20241022,,,,0.776,,,anthropic,,,,,,,,0.776,https://huggingface.co/spaces/TIGER-Lab/MMLU-Pro,,,,,,,,2025-07-19T19:56:11.501331+00:00,,,,,,False,
,validation,,,mmmu,MMMU,,,2025-07-19T19:56:12.201491+00:00,benchmark_result,,,,True,,,,,,584,,claude-3-5-sonnet-20241022,,,,0.683,,,anthropic,,,,,,,,0.683,https://www-cdn.anthropic.com/fed9cc193a14b84131812372d8d5857f8f304c52/Model_Card_Claude_3_Addendum.pdf,,,,,,,,2025-07-19T19:56:12.201491+00:00,,,,,,False,
,standard,,,osworld-extended,OSWorld Extended,,,2025-07-19T19:56:15.117020+00:00,benchmark_result,,,,True,,,,,,1814,,claude-3-5-sonnet-20241022,,,,0.22,,,anthropic,,,,,,,,0.22,https://www.anthropic.com/news/3-5-models-and-computer-use,,,,,,,,2025-07-19T19:56:15.117020+00:00,,,,,,False,
,standard,,,osworld-screenshot-only,OSWorld Screenshot-only,,,2025-07-19T19:56:15.112291+00:00,benchmark_result,,,,True,,,,,,1813,,claude-3-5-sonnet-20241022,,,,0.149,,,anthropic,,,,,,,,0.149,https://www.anthropic.com/news/3-5-models-and-computer-use,,,,,,,,2025-07-19T19:56:15.112291+00:00,,,,,,False,
,standard,,,swe-bench-verified,SWE-Bench Verified,,,2025-07-19T19:56:13.842061+00:00,benchmark_result,,,,True,,,,,,1350,,claude-3-5-sonnet-20241022,,,,0.49,,,anthropic,,,,,,,,0.49,https://www.anthropic.com/news/3-5-models-and-computer-use,,,,,,,,2025-07-19T19:56:13.842061+00:00,,,,,,False,
,standard,,,tau-bench-airline,TAU-bench Airline,,,2025-07-19T19:56:15.003886+00:00,benchmark_result,,,,True,,,,,,1774,,claude-3-5-sonnet-20241022,,,,0.46,,,anthropic,,,,,,,,0.46,https://www.anthropic.com/news/3-5-models-and-computer-use,,,,,,,,2025-07-19T19:56:15.003886+00:00,,,,,,False,
,standard,,,tau-bench-retail,TAU-bench Retail,,,2025-07-19T19:56:14.975456+00:00,benchmark_result,,,,True,,,,,,1760,,claude-3-5-sonnet-20241022,,,,0.692,,,anthropic,,,,,,,,0.692,https://www.anthropic.com/news/3-5-models-and-computer-use,,,,,,,,2025-07-19T19:56:14.975456+00:00,,,,,,False,
,,,,aime-2024,AIME 2024,,,2025-07-19T19:56:12.007831+00:00,benchmark_result,,,,True,,,,,,478,,claude-3-7-sonnet-20250219,,,,0.8,,,anthropic,,,,,,,,0.8,https://www.anthropic.com/news/claude-3-7-sonnet,,,,,,,,2025-07-19T19:56:12.007831+00:00,,,,,,False,
,"Parallel test-time compute (footnotes 4, 5)",,,aime-2025,AIME 2025,,,2025-07-19T19:56:12.464908+00:00,benchmark_result,,,,True,,,,,,700,,claude-3-7-sonnet-20250219,,,,0.548,,,anthropic,,,,,,,,0.548,https://www.anthropic.com/news/claude-4,,,,,,,,2025-07-19T19:56:12.464908+00:00,,,,,,False,
,Diamond,,,gpqa,GPQA,,,2025-07-19T19:56:11.727330+00:00,benchmark_result,,,,True,,,,,,332,,claude-3-7-sonnet-20250219,,,,0.848,,,anthropic,,,,,,,,0.848,https://www.anthropic.com/news/claude-3-7-sonnet,,,,,,,,2025-07-19T19:56:11.727330+00:00,,,,,,False,
,,,,ifeval,IFEval,,,2025-07-19T19:56:12.294010+00:00,benchmark_result,,,,True,,,,,,629,,claude-3-7-sonnet-20250219,,,,0.932,,,anthropic,,,,,,,,0.932,https://www.anthropic.com/news/claude-3-7-sonnet,,,,,,,,2025-07-19T19:56:12.294010+00:00,,,,,,False,
,,,,math-500,MATH-500,,,2025-07-19T19:56:12.063685+00:00,benchmark_result,,,,True,,,,,,512,,claude-3-7-sonnet-20250219,,,,0.962,,,anthropic,,,,,,,,0.962,https://www.anthropic.com/news/claude-3-7-sonnet,,,,,,,,2025-07-19T19:56:12.063685+00:00,,,,,,False,
,Average over 14 non-English languages (footnote 3),,,mmmlu,MMMLU,,,2025-07-19T19:56:14.152773+00:00,benchmark_result,,,,True,,,,,,1478,,claude-3-7-sonnet-20250219,,,,0.861,,,anthropic,,,,,,,,0.861,https://www.anthropic.com/news/claude-3-7-sonnet,,,,,,,,2025-07-19T19:56:14.152773+00:00,,,,,,False,
,validation,,,mmmu,MMMU,,,2025-07-19T19:56:12.197283+00:00,benchmark_result,,,,True,,,,,,582,,claude-3-7-sonnet-20250219,,,,0.75,,,anthropic,,,,,,,,0.75,https://www.anthropic.com/news/claude-3-7-sonnet,,,,,,,,2025-07-19T19:56:12.197283+00:00,,,,,,False,
,With multiple parallel attempts and advanced scaffolding,,,swe-bench-verified,SWE-Bench Verified,,,2025-07-19T19:56:13.838599+00:00,benchmark_result,,,,True,,,,,,1348,,claude-3-7-sonnet-20250219,,,,0.703,,,anthropic,,,,,,,,0.703,https://www.anthropic.com/news/claude-3-7-sonnet,,,,,,,,2025-07-19T19:56:13.838599+00:00,,,,,,False,
,With prompt addendum to better utilize planning,,,tau-bench-airline,TAU-bench Airline,,,2025-07-19T19:56:14.999875+00:00,benchmark_result,,,,True,,,,,,1772,,claude-3-7-sonnet-20250219,,,,0.584,,,anthropic,,,,,,,,0.584,https://www.anthropic.com/news/claude-3-7-sonnet,,,,,,,,2025-07-19T19:56:14.999875+00:00,,,,,,False,
,With prompt addendum to better utilize planning,,,tau-bench-retail,TAU-bench Retail,,,2025-07-19T19:56:14.971988+00:00,benchmark_result,,,,True,,,,,,1758,,claude-3-7-sonnet-20250219,,,,0.812,,,anthropic,,,,,,,,0.812,https://www.anthropic.com/news/claude-3-7-sonnet,,,,,,,,2025-07-19T19:56:14.971988+00:00,,,,,,False,
,"Parallel test-time compute, Claude Code agent framework (footnotes 2, 5)",,,terminal-bench,Terminal-bench,,,2025-07-19T19:56:12.350298+00:00,benchmark_result,,,,True,,,,,,653,,claude-3-7-sonnet-20250219,,,,0.352,,,anthropic,,,,,,,,0.352,https://www.anthropic.com/news/claude-4,,,,,,,,2025-07-19T19:56:12.350298+00:00,,,,,,False,
,25-shot,,,arc-c,ARC-C,,,2025-07-19T19:56:11.137830+00:00,benchmark_result,,,,True,,,,,,27,,claude-3-haiku-20240307,,,,0.892,,,anthropic,,,,,,,,0.892,https://www.anthropic.com/news/claude-3-haiku,,,,,,,,2025-07-19T19:56:11.137830+00:00,,,,,,False,
,3-shot CoT,,,big-bench-hard,BIG-Bench Hard,,,2025-07-19T19:56:13.257814+00:00,benchmark_result,,,,True,,,,,,1085,,claude-3-haiku-20240307,,,,0.737,,,anthropic,,,,,,,,0.737,https://www.anthropic.com/news/claude-3-haiku,,,,,,,,2025-07-19T19:56:13.257814+00:00,,,,,,False,
,"3-shot, F1 score",,,drop,DROP,,,2025-07-19T19:56:13.020609+00:00,benchmark_result,,,,True,,,,,,960,,claude-3-haiku-20240307,,,,0.784,,,anthropic,,,,,,,,0.784,https://www.anthropic.com/news/claude-3-haiku,,,,,,,,2025-07-19T19:56:13.020609+00:00,,,,,,False,
,0-shot CoT,,,gpqa,GPQA,,,2025-07-19T19:56:11.731729+00:00,benchmark_result,,,,True,,,,,,335,,claude-3-haiku-20240307,,,,0.333,,,anthropic,,,,,,,,0.333,https://www.anthropic.com/news/claude-3-haiku,,,,,,,,2025-07-19T19:56:11.731729+00:00,,,,,,False,
,0-shot CoT,,,gsm8k,GSM8k,,,2025-07-19T19:56:13.105970+00:00,benchmark_result,,,,True,,,,,,1009,,claude-3-haiku-20240307,,,,0.889,,,anthropic,,,,,,,,0.889,https://www.anthropic.com/news/claude-3-haiku,,,,,,,,2025-07-19T19:56:13.105970+00:00,,,,,,False,
,10-shot,,,hellaswag,HellaSwag,,,2025-07-19T19:56:11.195028+00:00,benchmark_result,,,,True,,,,,,53,,claude-3-haiku-20240307,,,,0.859,,,anthropic,,,,,,,,0.859,https://www.anthropic.com/news/claude-3-haiku,,,,,,,,2025-07-19T19:56:11.195028+00:00,,,,,,False,
,0-shot,,,humaneval,HumanEval,,,2025-07-19T19:56:12.674804+00:00,benchmark_result,,,,True,,,,,,803,,claude-3-haiku-20240307,,,,0.759,,,anthropic,,,,,,,,0.759,https://www.anthropic.com/news/claude-3-haiku,,,,,,,,2025-07-19T19:56:12.674804+00:00,,,,,,False,
,0-shot CoT,,,math,MATH,,,2025-07-19T19:56:11.889123+00:00,benchmark_result,,,,True,,,,,,419,,claude-3-haiku-20240307,,,,0.389,,,anthropic,,,,,,,,0.389,https://www.anthropic.com/news/claude-3-haiku,,,,,,,,2025-07-19T19:56:11.889123+00:00,,,,,,False,
,0-shot,,,mgsm,MGSM,,,2025-07-19T19:56:13.709200+00:00,benchmark_result,,,,True,,,,,,1294,,claude-3-haiku-20240307,,,,0.751,,,anthropic,,,,,,,,0.751,https://www.anthropic.com/news/claude-3-haiku,,,,,,,,2025-07-19T19:56:13.709200+00:00,,,,,,False,
,5-shot,,,mmlu,MMLU,,,2025-07-19T19:56:11.299416+00:00,benchmark_result,,,,True,,,,,,106,,claude-3-haiku-20240307,,,,0.752,,,anthropic,,,,,,,,0.752,https://www.anthropic.com/news/claude-3-haiku,,,,,,,,2025-07-19T19:56:11.299416+00:00,,,,,,False,
,25-shot,,,arc-c,ARC-C,,,2025-07-19T19:56:11.134917+00:00,benchmark_result,,,,True,,,,,,25,,claude-3-opus-20240229,,,,0.964,,,anthropic,,,,,,,,0.964,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:11.134917+00:00,,,,,,False,
,3-shot CoT,,,big-bench-hard,BIG-Bench Hard,,,2025-07-19T19:56:13.252820+00:00,benchmark_result,,,,True,,,,,,1082,,claude-3-opus-20240229,,,,0.868,,,anthropic,,,,,,,,0.868,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:13.252820+00:00,,,,,,False,
,"3-shot, F1 Score",,,drop,DROP,,,2025-07-19T19:56:13.013702+00:00,benchmark_result,,,,True,,,,,,956,,claude-3-opus-20240229,,,,0.831,,,anthropic,,,,,,,,0.831,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:13.013702+00:00,,,,,,False,
,0-shot CoT - Diamond,,,gpqa,GPQA,,,2025-07-19T19:56:11.722913+00:00,benchmark_result,,,,True,,,,,,329,,claude-3-opus-20240229,,,,0.504,,,anthropic,,,,,,,,0.504,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:11.722913+00:00,,,,,,False,
,0-shot CoT,,,gsm8k,GSM8k,,,2025-07-19T19:56:13.101310+00:00,benchmark_result,,,,True,,,,,,1006,,claude-3-opus-20240229,,,,0.95,,,anthropic,,,,,,,,0.95,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:13.101310+00:00,,,,,,False,
,10-shot,,,hellaswag,HellaSwag,,,2025-07-19T19:56:11.190975+00:00,benchmark_result,,,,True,,,,,,51,,claude-3-opus-20240229,,,,0.954,,,anthropic,,,,,,,,0.954,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:11.190975+00:00,,,,,,False,
,0-shot,,,humaneval,HumanEval,,,2025-07-19T19:56:12.668395+00:00,benchmark_result,,,,True,,,,,,799,,claude-3-opus-20240229,,,,0.849,,,anthropic,,,,,,,,0.849,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:12.668395+00:00,,,,,,False,
,0-shot CoT,,,math,MATH,,,2025-07-19T19:56:11.882261+00:00,benchmark_result,,,,True,,,,,,415,,claude-3-opus-20240229,,,,0.601,,,anthropic,,,,,,,,0.601,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:11.882261+00:00,,,,,,False,
,0-shot,,,mgsm,MGSM,,,2025-07-19T19:56:13.701952+00:00,benchmark_result,,,,True,,,,,,1290,,claude-3-opus-20240229,,,,0.907,,,anthropic,,,,,,,,0.907,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:13.701952+00:00,,,,,,False,
,5-shot,,,mmlu,MMLU,,,2025-07-19T19:56:11.294591+00:00,benchmark_result,,,,True,,,,,,103,,claude-3-opus-20240229,,,,0.868,,,anthropic,,,,,,,,0.868,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:11.294591+00:00,,,,,,False,
,0-shot CoT,,,mmlu-pro,MMLU-Pro,,,2025-07-19T19:56:11.496438+00:00,benchmark_result,,,,True,,,,,,208,,claude-3-opus-20240229,,,,0.685,,,anthropic,,,,,,,,0.685,https://arxiv.org/pdf/2406.01574,,,,,,,,2025-07-19T19:56:11.496438+00:00,,,,,,False,
,25-shot,,,arc-c,ARC-C,,,2025-07-19T19:56:11.136363+00:00,benchmark_result,,,,True,,,,,,26,,claude-3-sonnet-20240229,,,,0.932,,,anthropic,,,,,,,,0.932,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:11.136363+00:00,,,,,,False,
,3-shot CoT,,,big-bench-hard,BIG-Bench Hard,,,2025-07-19T19:56:13.254531+00:00,benchmark_result,,,,True,,,,,,1083,,claude-3-sonnet-20240229,,,,0.829,,,anthropic,,,,,,,,0.829,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:13.254531+00:00,,,,,,False,
,"3-shot, F1 score",,,drop,DROP,,,2025-07-19T19:56:13.015601+00:00,benchmark_result,,,,True,,,,,,957,,claude-3-sonnet-20240229,,,,0.789,,,anthropic,,,,,,,,0.789,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:13.015601+00:00,,,,,,False,
,0-shot CoT - Diamond,,,gpqa,GPQA,,,2025-07-19T19:56:11.724379+00:00,benchmark_result,,,,True,,,,,,330,,claude-3-sonnet-20240229,,,,0.404,,,anthropic,,,,,,,,0.404,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:11.724379+00:00,,,,,,False,
,0-shot CoT,,,gsm8k,GSM8k,,,2025-07-19T19:56:13.102758+00:00,benchmark_result,,,,True,,,,,,1007,,claude-3-sonnet-20240229,,,,0.923,,,anthropic,,,,,,,,0.923,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:13.102758+00:00,,,,,,False,
,10-shot,,,hellaswag,HellaSwag,,,2025-07-19T19:56:11.193193+00:00,benchmark_result,,,,True,,,,,,52,,claude-3-sonnet-20240229,,,,0.89,,,anthropic,,,,,,,,0.89,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:11.193193+00:00,,,,,,False,
,0-shot,,,humaneval,HumanEval,,,2025-07-19T19:56:12.670119+00:00,benchmark_result,,,,True,,,,,,800,,claude-3-sonnet-20240229,,,,0.73,,,anthropic,,,,,,,,0.73,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:12.670119+00:00,,,,,,False,
,0-shot CoT,,,math,MATH,,,2025-07-19T19:56:11.884160+00:00,benchmark_result,,,,True,,,,,,416,,claude-3-sonnet-20240229,,,,0.431,,,anthropic,,,,,,,,0.431,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:11.884160+00:00,,,,,,False,
,0-shot,,,mgsm,MGSM,,,2025-07-19T19:56:13.703593+00:00,benchmark_result,,,,True,,,,,,1291,,claude-3-sonnet-20240229,,,,0.835,,,anthropic,,,,,,,,0.835,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:13.703593+00:00,,,,,,False,
,5-shot,,,mmlu,MMLU,,,2025-07-19T19:56:11.296409+00:00,benchmark_result,,,,True,,,,,,104,,claude-3-sonnet-20240229,,,,0.79,,,anthropic,,,,,,,,0.79,https://www.anthropic.com/news/claude-3-family,,,,,,,,2025-07-19T19:56:11.296409+00:00,,,,,,False,
,0-shot CoT,,,mmlu-pro,MMLU-Pro,,,2025-07-19T19:56:11.498008+00:00,benchmark_result,,,,True,,,,,,209,,claude-3-sonnet-20240229,,,,0.568,,,anthropic,,,,,,,,0.568,https://arxiv.org/pdf/2406.01574,,,,,,,,2025-07-19T19:56:11.498008+00:00,,,,,,False,
,No extended thinking. Simple scaffold with bash tool and file editing tool via string replacements. Scores reported out of full 500 problems.,,,swe-bench-verified,SWE-Bench Verified,,,2025-08-05T00:00:00.000000+00:00,benchmark_result,,,,True,,,,,,2001,,claude-opus-4-1-20250805,,,,0.745,,,anthropic,,,,,,,,0.745,https://www.anthropic.com/news/claude-opus-4-1,,,,,,,,2025-08-05T00:00:00.000000+00:00,,,,,,False,
,No extended thinking. Terminus 1 averaged over 5 trials.,,,terminal-bench,Terminal-bench,,,2025-08-05T00:00:00.000000+00:00,benchmark_result,,,,True,,,,,,2002,,claude-opus-4-1-20250805,,,,0.433,,,anthropic,,,,,,,,0.433,https://www.anthropic.com/news/claude-opus-4-1,,,,,,,,2025-08-05T00:00:00.000000+00:00,,,,,,False,
,Diamond: Extended thinking (up to 64K tokens),,,gpqa,GPQA,,,2025-08-05T00:00:00.000000+00:00,benchmark_result,,,,True,,,,,,2003,,claude-opus-4-1-20250805,,,,0.809,,,anthropic,,,,,,,,0.809,https://www.anthropic.com/news/claude-opus-4-1,,,,,,,,2025-08-05T00:00:00.000000+00:00,,,,,,False,
,"Extended thinking with tool use (up to 64K tokens, prompt addendum, increased max steps from 30 to 100).",,,tau-bench-retail,TAU-bench Retail,,,2025-08-05T00:00:00.000000+00:00,benchmark_result,,,,True,,,,,,2004,,claude-opus-4-1-20250805,,,,0.824,,,anthropic,,,,,,,,0.824,https://www.anthropic.com/news/claude-opus-4-1,,,,,,,,2025-08-05T00:00:00.000000+00:00,,,,,,False,
,"Extended thinking with tool use (up to 64K tokens, prompt addendum, increased max steps from 30 to 100).",,,tau-bench-airline,TAU-bench Airline,,,2025-08-05T00:00:00.000000+00:00,benchmark_result,,,,True,,,,,,2005,,claude-opus-4-1-20250805,,,,0.56,,,anthropic,,,,,,,,0.56,https://www.anthropic.com/news/claude-opus-4-1,,,,,,,,2025-08-05T00:00:00.000000+00:00,,,,,,False,
,Extended thinking (up to 64K tokens). Average over 14 non-English languages.,,,mmmlu,MMMLU,,,2025-08-05T00:00:00.000000+00:00,benchmark_result,,,,True,,,,,,2006,,claude-opus-4-1-20250805,,,,0.895,,,anthropic,,,,,,,,0.895,https://www.anthropic.com/news/claude-opus-4-1,,,,,,,,2025-08-05T00:00:00.000000+00:00,,,,,,False,
,Extended thinking (up to 64K tokens),,,mmmu-(validation),MMMU (validation),,,2025-08-05T00:00:00.000000+00:00,benchmark_result,,,,True,,,,,,2007,,claude-opus-4-1-20250805,,,,0.771,,,anthropic,,,,,,,,0.771,https://www.anthropic.com/news/claude-opus-4-1,,,,,,,,2025-08-05T00:00:00.000000+00:00,,,,,,False,
,Extended thinking (up to 64K tokens). AIME 2025 using nucleus sampling with a top_p of 0.95.,,,aime-2025,AIME 2025,,,2025-08-05T00:00:00.000000+00:00,benchmark_result,,,,True,,,,,,2008,,claude-opus-4-1-20250805,,,,0.78,,,anthropic,,,,,,,,0.78,https://www.anthropic.com/news/claude-opus-4-1,,,,,,,,2025-08-05T00:00:00.000000+00:00,,,,,,False,
,"Extended thinking (up to 64K tokens) with parallel test-time compute (multiple attempts, internal scoring model selection). Nucleus sampling (top_p 0.95). Based on footnotes 4, 5 and blog appendix.",,,aime-2025,AIME 2025,,,2025-07-19T19:56:12.468994+00:00,benchmark_result,,,,True,,,,,,702,,claude-opus-4-20250514,,,,0.755,,,anthropic,,,,,,,,0.755,https://www.anthropic.com/news/claude-4,,,,,,,,2025-07-19T19:56:12.468994+00:00,,,,,,False,
,accuracy,,,arc-agi-v2,ARC-AGI v2,,,2025-07-19T19:56:13.923803+00:00,benchmark_result,,,,False,,,,,,1388,,claude-opus-4-20250514,,,,0.086,,,anthropic,,,,,,,,0.086,https://x.com/xai/status/1943158495588815072,,,,,,,,2025-07-19T19:56:13.923803+00:00,,,,,,False,
,"Diamond: Extended thinking (up to 64K tokens) with parallel test-time compute (multiple attempts, internal scoring model selection). Based on footnote 5 and blog appendix.",,,gpqa,GPQA,,,2025-07-19T19:56:11.734764+00:00,benchmark_result,,,,True,,,,,,337,,claude-opus-4-20250514,,,,0.796,,,anthropic,,,,,,,,0.796,https://www.anthropic.com/news/claude-4,,,,,,,,2025-07-19T19:56:11.734764+00:00,,,,,,False,
,Extended thinking (up to 64K tokens). Average over 14 non-English languages. Based on blog appendix and footnote 3.,,,mmmlu,MMMLU,,,2025-07-19T19:56:14.155829+00:00,benchmark_result,,,,True,,,,,,1480,,claude-opus-4-20250514,,,,0.888,,,anthropic,,,,,,,,0.888,https://www.anthropic.com/news/claude-4,,,,,,,,2025-07-19T19:56:14.155829+00:00,,,,,,False,
,Extended thinking (up to 64K tokens). Based on blog appendix.,,,mmmu-(validation),MMMU (validation),,,2025-07-19T19:56:15.120938+00:00,benchmark_result,,,,True,,,,,,1815,,claude-opus-4-20250514,,,,0.765,,,anthropic,,,,,,,,0.765,https://www.anthropic.com/news/claude-4,,,,,,,,2025-07-19T19:56:15.120938+00:00,,,,,,False,
,"Parallel test-time compute (multiple attempts, internal scoring model selection). No extended thinking. Based on footnote 5 and SWE-bench methodology for high compute.",,,swe-bench-verified,SWE-Bench Verified,,,2025-07-19T19:56:13.843719+00:00,benchmark_result,,,,True,,,,,,1351,,claude-opus-4-20250514,,,,0.725,,,anthropic,,,,,,,,0.725,https://www.anthropic.com/news/claude-4,,,,,,,,2025-07-19T19:56:13.843719+00:00,,,,,,False,
,"Extended thinking with tool use (up to 64K tokens, prompt addendum, increased max steps). Based on blog appendix and TAU-bench methodology.",,,tau-bench-airline,TAU-bench Airline,,,2025-07-19T19:56:15.005622+00:00,benchmark_result,,,,True,,,,,,1775,,claude-opus-4-20250514,,,,0.596,,,anthropic,,,,,,,,0.596,https://www.anthropic.com/news/claude-4,,,,,,,,2025-07-19T19:56:15.005622+00:00,,,,,,False,
,"Extended thinking with tool use (up to 64K tokens, prompt addendum, increased max steps). Based on blog appendix and TAU-bench methodology.",,,tau-bench-retail,TAU-bench Retail,,,2025-07-19T19:56:14.977090+00:00,benchmark_result,,,,True,,,,,,1761,,claude-opus-4-20250514,,,,0.814,,,anthropic,,,,,,,,0.814,https://www.anthropic.com/news/claude-4,,,,,,,,2025-07-19T19:56:14.977090+00:00,,,,,,False,
,"Parallel test-time compute (multiple attempts, internal scoring model selection). No extended thinking. Claude Code as agent framework. Based on footnotes 2 and 5.",,,terminal-bench,Terminal-bench,,,2025-07-19T19:56:12.354970+00:00,benchmark_result,,,,True,,,,,,655,,claude-opus-4-20250514,,,,0.392,,,anthropic,,,,,,,,0.392,https://www.anthropic.com/news/claude-4,,,,,,,,2025-07-19T19:56:12.354970+00:00,,,,,,False,
,"Extended thinking (up to 64K tokens) with parallel test-time compute (multiple attempts, internal scoring model selection). Nucleus sampling (top_p 0.95). Based on footnotes 4, 5 and blog appendix.",,,aime-2025,AIME 2025,,,2025-07-19T19:56:12.466833+00:00,benchmark_result,,,,True,,,,,,701,,claude-sonnet-4-20250514,,,,0.705,,,anthropic,,,,,,,,0.705,https://www.anthropic.com/news/claude-4,,,,,,,,2025-07-19T19:56:12.466833+00:00,,,,,,False,
,"Diamond: Extended thinking (up to 64K tokens) with parallel test-time compute (multiple attempts, internal scoring model selection). Based on footnote 5 and blog appendix.",,,gpqa,GPQA,,,2025-07-19T19:56:11.728759+00:00,benchmark_result,,,,True,,,,,,333,,claude-sonnet-4-20250514,,,,0.754,,,anthropic,,,,,,,,0.754,https://www.anthropic.com/news/claude-4,,,,,,,,2025-07-19T19:56:11.728759+00:00,,,,,,False,
,Extended thinking (up to 64K tokens). Average over 14 non-English languages. Based on blog appendix and footnote 3.,,,mmmlu,MMMLU,,,2025-07-19T19:56:14.154357+00:00,benchmark_result,,,,True,,,,,,1479,,claude-sonnet-4-20250514,,,,0.865,,,anthropic,,,,,,,,0.865,https://www.anthropic.com/news/claude-4,,,,,,,,2025-07-19T19:56:14.154357+00:00,,,,,,False,
,Extended thinking (up to 64K tokens). Based on blog appendix.,,,mmmu,MMMU,,,2025-07-19T19:56:12.199608+00:00,benchmark_result,,,,True,,,,,,583,,claude-sonnet-4-20250514,,,,0.744,,,anthropic,,,,,,,,0.744,https://www.anthropic.com/news/claude-4,,,,,,,,2025-07-19T19:56:12.199608+00:00,,,,,,False,
,"Parallel test-time compute (multiple attempts, internal scoring model selection). No extended thinking. Based on footnote 5 and SWE-bench methodology for high compute.",,,swe-bench-verified,SWE-Bench Verified,,,2025-07-19T19:56:13.840540+00:00,benchmark_result,,,,True,,,,,,1349,,claude-sonnet-4-20250514,,,,0.727,,,anthropic,,,,,,,,0.727,https://www.anthropic.com/news/claude-4,,,,,,,,2025-07-19T19:56:13.840540+00:00,,,,,,False,
,"Extended thinking with tool use (up to 64K tokens, prompt addendum, increased max steps). Based on blog appendix and TAU-bench methodology.",,,tau-bench-airline,TAU-bench Airline,,,2025-07-19T19:56:15.002282+00:00,benchmark_result,,,,True,,,,,,1773,,claude-sonnet-4-20250514,,,,0.6,,,anthropic,,,,,,,,0.6,https://www.anthropic.com/news/claude-4,,,,,,,,2025-07-19T19:56:15.002282+00:00,,,,,,False,
,"Extended thinking with tool use (up to 64K tokens, prompt addendum, increased max steps). Based on blog appendix and TAU-bench methodology.",,,tau-bench-retail,TAU-bench Retail,,,2025-07-19T19:56:14.973668+00:00,benchmark_result,,,,True,,,,,,1759,,claude-sonnet-4-20250514,,,,0.805,,,anthropic,,,,,,,,0.805,https://www.anthropic.com/news/claude-4,,,,,,,,2025-07-19T19:56:14.973668+00:00,,,,,,False,
