announcement_date,available_in_zeroeval,created_at,data_type,description,fine_tuned_from_model_id,knowledge_cutoff,license_id,model_family_id,model_id,multimodal,name,organization_country,organization_description,organization_id,organization_name,organization_website,param_count,release_date,source_api_ref,source_paper,source_playground,source_repo_link,source_scorecard_blog_link,source_weights_link,training_tokens,updated_at
2024-05-01,True,2025-07-19T19:49:05.481673+00:00,model,"Gemini 1.5 Pro is a mid-size multimodal model optimized for a wide range of reasoning tasks. It can process large amounts of data at once, including 2 hours of video, 19 hours of audio, codebases with 60,000 lines of code, or 2,000 pages of text.",,2023-11-01,proprietary,,gemini-1.5-pro,True,Gemini 1.5 Pro,US,Technology giant with AI research,google,Google,https://google.com,,2024-05-01,https://ai.google.dev/gemini-api/docs/models/gemini#gemini-1.5-pro,https://arxiv.org/pdf/2403.05530,https://ai.google.dev/studio,,https://deepmind.google/technologies/gemini/pro/,,,2025-07-19T19:49:05.481673+00:00
2024-12-01,True,2025-07-19T19:49:05.538624+00:00,model,"Next-generation model featuring superior speed, native tool use, multimodal generation, and a 1M token context window. Supports audio, images, video, and text input with capabilities for structured outputs, function calling, code execution, search, and multimodal operations.",,2024-08-01,proprietary,,gemini-2.0-flash,True,Gemini 2.0 Flash,US,Technology giant with AI research,google,Google,https://google.com,,2024-12-01,https://ai.google.dev/gemini-api/docs/models/gemini#gemini-2.0-flash,,https://ai.google.dev/studio,,https://blog.google/technology/google-deepmind/google-gemini-ai-update-december-2024/,,,2025-07-19T19:49:05.538624+00:00
2025-02-05,True,2025-07-19T19:49:05.469548+00:00,model,A Gemini 2.0 Flash model optimized for cost efficiency and low latency,,2024-06-01,proprietary,,gemini-2.0-flash-lite,True,Gemini 2.0 Flash-Lite,US,Technology giant with AI research,google,Google,https://google.com,,2025-02-05,https://ai.google.dev/gemini-api/docs/models#gemini-2.0-flash-lite,,https://aistudio.google.com/prompts/new_chat?model=gemini-2.0-flash-lite,,https://developers.googleblog.com/en/gemini-2-family-expands,,,2025-07-19T19:49:05.469548+00:00
2025-01-21,True,2025-07-19T19:49:05.504495+00:00,model,"Gemini 2.0 Flash Thinking is a enhanced reasoning model, capable of showing its thoughts to improve performance and explainability. Combining speed and performance, Gemini 2.0 Flash Thinking also excels in science and math, showing its thinking to solve complex problems.",,2024-08-01,proprietary,,gemini-2.0-flash-thinking,True,Gemini 2.0 Flash Thinking,US,Technology giant with AI research,google,Google,https://google.com,,2025-01-21,https://ai.google.dev/gemini-api/docs/models/gemini#gemini-2.0-flash-thinking-experimental,,https://ai.google.dev/studio,,https://blog.google/technology/google-deepmind/google-gemini-ai-update-december-2024/,,,2025-07-19T19:49:05.504495+00:00
2025-05-20,True,2025-07-19T19:49:05.500918+00:00,model,"A thinking model designed for a balance between price and performance. It builds upon Gemini 2.0 Flash with upgraded reasoning, hybrid thinking control, multimodal capabilities (text, image, video, audio input), and a 1M token input context window.",,2025-01-31,proprietary,,gemini-2.5-flash,True,Gemini 2.5 Flash,US,Technology giant with AI research,google,Google,https://google.com,,2025-05-20,https://ai.google.dev/gemini-api/docs/models?hl=en#gemini-2.5-flash-preview-04-17,,https://aistudio.google.com/?model=gemini-2.5-flash-preview-04-17,,https://developers.googleblog.com/en/start-building-with-gemini-25-flash/,,,2025-07-19T19:49:05.500918+00:00
2025-06-17,True,2025-07-19T19:49:05.473471+00:00,model,"Gemini 2.5 Flash-Lite is a model developed by Google DeepMind, designed to handle various tasks including reasoning, science, mathematics, code generation, and more. It features advanced capabilities in multilingual performance and long context understanding. It is optimized for low latency use cases, supporting multimodal input with a 1 million-token context length.",,2025-01-01,creative_commons_attribution_4_0_license,,gemini-2.5-flash-lite,True,Gemini 2.5 Flash-Lite,US,Technology giant with AI research,google,Google,https://google.com,,2025-06-17,https://cloud.google.com/vertex-ai/generative-ai/docs/models/gemini/2-5-flash-lite,https://arxiv.org/abs/2503.16534,https://ai.google.com/studio,,https://cloud.google.com/vertex-ai/generative-ai/docs/models/gemini/2-5-flash-lite,,,2025-07-19T19:49:05.473471+00:00
2025-05-20,True,2025-07-19T19:49:05.458697+00:00,model,"Our most intelligent AI model, built for the agentic era. Gemini 2.5 Pro leads on common benchmarks with enhanced reasoning, multimodal capabilities (text, image, video, audio input), and a 1M token context window.",,2025-01-31,proprietary,,gemini-2.5-pro,True,Gemini 2.5 Pro,US,Technology giant with AI research,google,Google,https://google.com,,2025-05-20,https://ai.google.dev/gemini-api/docs/models?hl=en#gemini-2.5-pro-preview-03-25,https://storage.googleapis.com/model-cards/documents/gemini-2.5-pro-preview.pdf,https://aistudio.google.com/?model=gemini-2.5-pro-preview-03-25,,https://blog.google/technology/google-deepmind/gemini-model-thinking-updates-march-2025/,,,2025-07-19T19:49:05.458697+00:00
2025-06-05,True,2025-07-19T19:49:05.493595+00:00,model,"The latest preview version of Google's most advanced reasoning Gemini model, capable of solving complex problems. Built for the agentic era with enhanced reasoning capabilities, multimodal understanding (text, image, video, audio), and a 1M token context window. Features thinking preview, code execution, grounding with Google Search, system instructions, function calling, and controlled generation. Supports up to 3,000 images per prompt, 45-60 minutes of video, and 8.4 hours of audio.",,2025-01-31,proprietary,,gemini-2.5-pro-preview-06-05,True,Gemini 2.5 Pro Preview 06-05,US,Technology giant with AI research,google,Google,https://google.com,,2025-06-05,https://cloud.google.com/vertex-ai/generative-ai/docs/models/gemini/2-5-pro,,https://aistudio.google.com,,https://blog.google/products/gemini/gemini-2-5-pro-latest-preview/,,,2025-07-19T19:49:05.493595+00:00
2025-05-20,True,2025-07-19T19:49:05.534835+00:00,model,"Gemini Diffusion is a state-of-the-art, experimental text diffusion model from Google DeepMind. It explores a new kind of language model designed to provide users with greater control, creativity, and speed in text generation. Instead of predicting text token-by-token, it learns to generate outputs by refining noise step-by-step, allowing for rapid iteration and error correction during generation. Key capabilities include rapid response times (reportedly 1479 tokens/sec excluding overhead), generation of more coherent text by outputting entire blocks of tokens at once, and iterative refinement for consistent outputs. It excels at tasks like editing, including in math and code contexts.",,,proprietary,,gemini-diffusion,False,Gemini Diffusion,US,Technology giant with AI research,google,Google,https://google.com,,2025-05-20,,,,https://github.com/google,https://deepmind.google/models/gemini-diffusion/,,,2025-07-19T19:49:05.534835+00:00
2024-06-27,True,2025-07-19T19:49:05.485572+00:00,model,"Gemma 2 27B IT is an instruction-tuned version of Google's state-of-the-art open language model. Built from the same research and technology as Gemini, it's optimized for dialogue applications through supervised fine-tuning, distillation from larger models, and RLHF. The model excels at text generation tasks including question answering, summarization, and reasoning.",,,gemma,,gemma-2-27b-it,False,Gemma 2 27B,US,Technology giant with AI research,google,Google,https://google.com,27200000000,2024-06-27,https://huggingface.co/google/gemma-2-27b-it,https://storage.googleapis.com/deepmind-media/gemma/gemma-2-report.pdf,https://huggingface.co/chat/models/google/gemma-2-27b-it,,https://huggingface.co/blog/gemma2,https://huggingface.co/google/gemma-2-27b-it,13000000000000,2025-07-19T19:49:05.485572+00:00
2024-06-27,True,2025-07-19T19:49:05.477806+00:00,model,"Gemma 2 9B IT is an instruction-tuned version of Google's Gemma 2 9B base model. It was trained on 8 trillion tokens of web data, code, and math content. The model features sliding window attention, logit soft-capping, and knowledge distillation techniques. It's optimized for dialogue applications through supervised fine-tuning, distillation, RLHF, and model merging using WARP.",,,gemma,,gemma-2-9b-it,False,Gemma 2 9B,US,Technology giant with AI research,google,Google,https://google.com,9240000000,2024-06-27,https://huggingface.co/google/gemma-2-9b-it,https://storage.googleapis.com/deepmind-media/gemma/gemma-2-report.pdf,https://huggingface.co/chat/models/google/gemma-2-9b-it,,https://huggingface.co/blog/gemma2,https://huggingface.co/google/gemma-2-9b-it,8000000000000,2025-07-19T19:49:05.477806+00:00
2025-03-12,True,2025-07-19T19:49:05.444134+00:00,model,"Gemma 3 12B is a 12-billion-parameter vision-language model from Google, handling text and image input and generating text output. It features a 128K context window, multilingual support, and open weights. Suitable for question answering, summarization, reasoning, and image understanding tasks.",,,gemma,,gemma-3-12b-it,True,Gemma 3 12B,US,Technology giant with AI research,google,Google,https://google.com,12000000000,2025-03-12,,https://storage.googleapis.com/deepmind-media/gemma/Gemma3Report.pdf,,,https://huggingface.co/blog/gemma3,https://huggingface.co/google/gemma-3-12b-it,12000000000000,2025-07-19T19:49:05.444134+00:00
2025-03-12,True,2025-07-19T19:49:05.527185+00:00,model,"The Gemma 3 1B model is a lightweight, 1-billion-parameter language model by Google, optimized for efficiency on resource-limited devices. At 529MB, it processes text at 2,585 tokens/second with a context window of 128,000 tokens. It supports 35+ languages but handles text-only input, unlike larger multimodal Gemma models. This balance of speed and efficiency makes it ideal for fast text processing on mobile and low-power devices.",,,gemma,,gemma-3-1b-it,False,Gemma 3 1B,US,Technology giant with AI research,google,Google,https://google.com,1000000000,2025-03-12,https://huggingface.co/google/gemma-3-1b-it,https://storage.googleapis.com/deepmind-media/gemma/Gemma3Report.pdf,https://huggingface.co/chat/models/google/gemma-3-1b-it,,https://huggingface.co/blog/gemma3,https://huggingface.co/google/gemma-3-1b-it,2000000000000,2025-07-19T19:49:05.527185+00:00
2025-03-12,True,2025-07-19T19:49:05.523800+00:00,model,"Gemma 3 27B is a 27-billion-parameter vision-language model from Google, handling text and image input and generating text output. It features a 128K context window, multilingual support, and open weights. Suitable for complex question answering, summarization, reasoning, and image understanding tasks.",,,gemma,,gemma-3-27b-it,True,Gemma 3 27B,US,Technology giant with AI research,google,Google,https://google.com,27000000000,2025-03-12,,https://storage.googleapis.com/deepmind-media/gemma/Gemma3Report.pdf,,,https://huggingface.co/blog/gemma3,https://huggingface.co/google/gemma-3-27b-it,14000000000000,2025-07-19T19:49:05.523800+00:00
2025-03-12,True,2025-07-19T19:49:05.520515+00:00,model,"Gemma 3 4B is a 4-billion-parameter vision-language model from Google, handling text and image input and generating text output. It features a 128K context window, multilingual support, and open weights. Suitable for question answering, summarization, reasoning, and image understanding tasks.",,2024-08-01,gemma,,gemma-3-4b-it,True,Gemma 3 4B,US,Technology giant with AI research,google,Google,https://google.com,4000000000,2025-03-12,,https://storage.googleapis.com/deepmind-media/gemma/Gemma3Report.pdf,,,https://huggingface.co/blog/gemma3,https://huggingface.co/google/gemma-3-4b-it,4000000000000,2025-07-19T19:49:05.520515+00:00
2025-06-26,True,2025-07-19T19:49:05.508070+00:00,model,"Gemma 3n is a multimodal model designed to run locally on hardware, supporting image, text, audio, and video inputs. It features a language decoder, audio encoder, and vision encoder, and is available in two sizes: E2B and E4B. The model is optimized for memory efficiency, allowing it to run on devices with limited GPU RAM. Gemma is a family of lightweight, state-of-the-art open models from Google, built from the same research and technology used to create the Gemini models. Gemma models are well-suited for a variety of content understanding tasks, including question answering, summarization, and reasoning. Their relatively small size makes it possible to deploy them in environments with limited resources such as laptops, desktops or your own cloud infrastructure, democratizing access to state of the art AI models and helping foster innovation for everyone. Gemma 3n models are designed for efficient execution on low-resource devices. They are capable of multimodal input, handling text, image, video, and audio input, and generating text outputs, with open weights for instruction-tuned variants. These models were trained with data in over 140 spoken languages.",,2024-06-01,proprietary,,gemma-3n-e2b,True,Gemma 3n E2B,US,Technology giant with AI research,google,Google,https://google.com,8000000000,2025-06-26,https://huggingface.co/blog/gemma3n,,https://aistudio.google.com/,,https://ai.google.dev/gemma/docs/gemma-3n,https://huggingface.co/google/gemma-3n-E2B,11000000000000,2025-07-19T19:49:05.508070+00:00
2025-06-26,True,2025-07-19T19:49:05.541972+00:00,model,"Gemma 3n is a multimodal model designed to run locally on hardware, supporting image, text, audio, and video inputs. It features a language decoder, audio encoder, and vision encoder, and is available in two sizes: E2B and E4B. The model is optimized for memory efficiency, allowing it to run on devices with limited GPU RAM. Gemma is a family of lightweight, state-of-the-art open models from Google, built from the same research and technology used to create the Gemini models. Gemma models are well-suited for a variety of content understanding tasks, including question answering, summarization, and reasoning. Their relatively small size makes it possible to deploy them in environments with limited resources such as laptops, desktops or your own cloud infrastructure, democratizing access to state of the art AI models and helping foster innovation for everyone. Gemma 3n models are designed for efficient execution on low-resource devices. They are capable of multimodal input, handling text, image, video, and audio input, and generating text outputs, with open weights for instruction-tuned variants. These models were trained with data in over 140 spoken languages.",,2024-06-01,proprietary,,gemma-3n-e2b-it,True,Gemma 3n E2B Instructed,US,Technology giant with AI research,google,Google,https://google.com,8000000000,2025-06-26,https://huggingface.co/blog/gemma3n,,https://aistudio.google.com/,,https://ai.google.dev/gemma/docs/gemma-3n,https://huggingface.co/google/gemma-3n-E2B-it,11000000000000,2025-07-19T19:49:05.541972+00:00
2025-05-20,True,2025-07-19T19:49:05.466473+00:00,model,"Gemma 3n is a generative AI model optimized for use in everyday devices, such as phones, laptops, and tablets. It features innovations like Per-Layer Embedding (PLE) parameter caching and a MatFormer model architecture for reduced compute and memory. These models handle audio, text, and visual data, though this E4B preview currently supports text and vision input. Gemma is a family of lightweight, state-of-the-art open models from Google, built from the same research and technology used to create the Gemini models, and is licensed for responsible commercial use.",,2024-06-01,gemma,,gemma-3n-e2b-it-litert-preview,True,Gemma 3n E2B Instructed LiteRT (Preview),US,Technology giant with AI research,google,Google,https://google.com,1910000000,2025-05-20,,,https://aistudio.google.com/,https://huggingface.co/google/gemma-3n-E2B-it-litert-preview,https://ai.google.dev/gemma/docs/gemma-3n,https://huggingface.co/google/gemma-3n-E2B-it-litert-preview,,2025-07-19T19:49:05.466473+00:00
2025-06-26,True,2025-07-19T19:49:05.440084+00:00,model,"Gemma 3n is a multimodal model designed to run locally on hardware, supporting image, text, audio, and video inputs. It features a language decoder, audio encoder, and vision encoder, and is available in two sizes: E2B and E4B. The model is optimized for memory efficiency, allowing it to run on devices with limited GPU RAM. Gemma is a family of lightweight, state-of-the-art open models from Google, built from the same research and technology used to create the Gemini models. Gemma models are well-suited for a variety of content understanding tasks, including question answering, summarization, and reasoning. Their relatively small size makes it possible to deploy them in environments with limited resources such as laptops, desktops or your own cloud infrastructure, democratizing access to state of the art AI models and helping foster innovation for everyone. Gemma 3n models are designed for efficient execution on low-resource devices. They are capable of multimodal input, handling text, image, video, and audio input, and generating text outputs, with open weights for instruction-tuned variants. These models were trained with data in over 140 spoken languages.",,2024-06-01,proprietary,,gemma-3n-e4b,True,Gemma 3n E4B,US,Technology giant with AI research,google,Google,https://google.com,8000000000,2025-06-26,https://huggingface.co/blog/gemma3n,,https://aistudio.google.com/,,https://ai.google.dev/gemma/docs/gemma-3n,https://huggingface.co/google/gemma-3n-E4B,11000000000000,2025-07-19T19:49:05.440084+00:00
2025-06-26,True,2025-07-19T19:49:05.517334+00:00,model,"Gemma 3n is a multimodal model designed to run locally on hardware, supporting image, text, audio, and video inputs. It features a language decoder, audio encoder, and vision encoder, and is available in two sizes: E2B and E4B. The model is optimized for memory efficiency, allowing it to run on devices with limited GPU RAM. Gemma is a family of lightweight, state-of-the-art open models from Google, built from the same research and technology used to create the Gemini models. Gemma models are well-suited for a variety of content understanding tasks, including question answering, summarization, and reasoning. Their relatively small size makes it possible to deploy them in environments with limited resources such as laptops, desktops or your own cloud infrastructure, democratizing access to state of the art AI models and helping foster innovation for everyone. Gemma 3n models are designed for efficient execution on low-resource devices. They are capable of multimodal input, handling text, image, video, and audio input, and generating text outputs, with open weights for instruction-tuned variants. These models were trained with data in over 140 spoken languages.",,2024-06-01,proprietary,,gemma-3n-e4b-it,True,Gemma 3n E4B Instructed,US,Technology giant with AI research,google,Google,https://google.com,8000000000,2025-06-26,https://huggingface.co/blog/gemma3n,,https://aistudio.google.com/,,https://ai.google.dev/gemma/docs/gemma-3n,https://huggingface.co/google/gemma-3n-E4B-it,11000000000000,2025-07-19T19:49:05.517334+00:00
2025-05-20,True,2025-07-19T19:49:05.451978+00:00,model,"Gemma 3n is a generative AI model optimized for use in everyday devices, such as phones, laptops, and tablets. It features innovations like Per-Layer Embedding (PLE) parameter caching and a MatFormer model architecture for reduced compute and memory. These models handle audio, text, and visual data, though this E4B preview currently supports text and vision input. Gemma is a family of lightweight, state-of-the-art open models from Google, built from the same research and technology used to create the Gemini models, and is licensed for responsible commercial use.",,2024-06-01,gemma,,gemma-3n-e4b-it-litert-preview,True,Gemma 3n E4B Instructed LiteRT Preview,US,Technology giant with AI research,google,Google,https://google.com,1910000000,2025-05-20,,,https://aistudio.google.com/,https://huggingface.co/google/gemma-3n-E4B-it-litert-preview,https://ai.google.dev/gemma/docs/gemma-3n,https://huggingface.co/google/gemma-3n-E4B-it-litert-preview,,2025-07-19T19:49:05.451978+00:00
2025-05-20,True,2025-07-19T19:49:05.511963+00:00,model,"MedGemma is a collection of Gemma 3 variants that are trained for performance on medical text and image comprehension. MedGemma 4B utilizes a SigLIP image encoder that has been specifically pre-trained on a variety of de-identified medical data, including chest X-rays, dermatology images, ophthalmology images, and histopathology slides. Its LLM component is trained on a diverse set of medical data, including radiology images, histopathology patches, ophthalmology images, and dermatology images. MedGemma is a multimodal model primarily evaluated on single-image tasks. It has not been evaluated for multi-turn applications and may be more sensitive to specific prompts than its predecessor, Gemma 3. Developers should consider bias in validation data and data contamination concerns when using MedGemma.",,,health_ai_developer_foundations_terms_of_use,,medgemma-4b-it,True,MedGemma 4B IT,US,Technology giant with AI research,google,Google,https://google.com,4300000000,2025-05-20,https://developers.google.com/health-ai-developer-foundations/medgemma/get-started,,,,https://developers.google.com/health-ai-developer-foundations/medgemma/model-card,https://huggingface.co/google/medgemma-4b-it,,2025-07-19T19:49:05.511963+00:00
2025-04-16,True,2025-07-19T19:49:05.727013+00:00,model,"Granite-3.3-8B-Base is a decoder-only language model with a 128K token context window. It improves upon Granite-3.1-8B-Base by adding support for Fill-in-the-Middle (FIM) using specialized tokens, enabling the model to generate content conditioned on both prefix and suffix. This makes it well-suited for code completion tasks",,2024-04-01,apache_2_0,,granite-3.3-8b-base,True,Granite 3.3 8B Base,,Technology and consulting company,ibm,IBM,https://ibm.com,8170000000,2025-04-16,https://www.ibm.com/granite/docs/,,https://www.ibm.com/granite/playground/,https://github.com/ibm-granite/granite-3.3-language-models,https://huggingface.co/ibm-granite/granite-3.3-8b-base,https://huggingface.co/ibm-granite/granite-3.3-8b-base,,2025-07-19T19:49:05.727013+00:00
2025-04-16,True,2025-07-19T19:49:05.723958+00:00,model,"Granite 3.3 models feature enhanced reasoning capabilities and support for Fill-in-the-Middle (FIM) code completion. They are built on a foundation of open-source instruction datasets with permissive licenses, alongside internally curated synthetic datasets tailored for long-context problem-solving. These models preserve the key strengths of previous Granite versions, including support for a 128K context length, strong performance in retrieval-augmented generation (RAG) and function calling, and controls for response length and originality. Granite 3.3 also delivers competitive results across general, enterprise, and safety benchmarks. Released as open source, the models are available under the Apache 2.0 license.",,2024-04-01,apache_2_0,,granite-3.3-8b-instruct,True,Granite 3.3 8B Instruct,,Technology and consulting company,ibm,IBM,https://ibm.com,8000000000,2025-04-16,https://www.ibm.com/granite/docs/,,https://www.ibm.com/granite/playground/,https://github.com/ibm-granite/granite-3.3-language-models,https://huggingface.co/ibm-granite/granite-3.3-8b-instruct,https://huggingface.co/ibm-granite/granite-3.3-8b-instruct,,2025-07-19T19:49:05.723958+00:00
2025-05-02,True,2025-07-19T19:49:05.720766+00:00,model,"A preliminary version of the smallest model in the upcoming Granite 4.0 family, released May 2025. It utilizes a novel hybrid Mamba-2/Transformer, fine-grained mixture of experts (MoE) architecture (7B total parameters, 1B active at inference). This preview version is partially trained (2.5T tokens) but demonstrates significant memory efficiency and performance potential, validated for at least 128K context length without positional encoding.",,,apache_2_0,,granite-4.0-tiny-preview,False,IBM Granite 4.0 Tiny Preview,,Technology and consulting company,ibm,IBM,https://ibm.com,7000000000,2025-05-02,https://www.ibm.com/granite/docs/,,https://www.ibm.com/granite/playground/,,https://www.ibm.com/new/announcements/ibm-granite-4-0-tiny-preview-sneak-peek,https://huggingface.co/ibm-granite/granite-4.0-tiny-preview,2500000000000,2025-07-19T19:49:05.720766+00:00
2024-07-23,True,2025-07-19T19:49:05.585389+00:00,model,Llama 3.1 405B Instruct is a large language model optimized for multilingual dialogue use cases. It outperforms many available open source and closed chat models on common industry benchmarks. The model supports 8 languages and has a 128K token context length.,,,llama_3_1_community_license,,llama-3.1-405b-instruct,False,Llama 3.1 405B Instruct,US,Social media company with AI research,meta,Meta,https://meta.com,405000000000,2024-07-23,https://github.com/meta-llama/llama-models,,https://llama.meta.com/llama-downloads,https://github.com/meta-llama/llama-models,https://ai.meta.com/blog/meta-llama-3-1/,https://huggingface.co/meta-llama/Meta-Llama-3.1-405B-Instruct,15000000000000,2025-07-19T19:49:05.585389+00:00
2024-07-23,True,2025-07-19T19:49:05.575761+00:00,model,Llama 3.1 70B Instruct is a large language model optimized for multilingual dialogue use cases. It outperforms many available open source and closed chat models on common industry benchmarks.,,,llama_3_1_community_license,,llama-3.1-70b-instruct,False,Llama 3.1 70B Instruct,US,Social media company with AI research,meta,Meta,https://meta.com,70000000000,2024-07-23,https://ai.meta.com/llama/,https://ai.meta.com/research/publications/llama-3-open-foundation-and-fine-tuned-chat-models/,,https://github.com/meta-llama/llama-models,https://ai.meta.com/blog/meta-llama-3-1/,https://huggingface.co/meta-llama/Meta-Llama-3.1-70B-Instruct,15000000000000,2025-07-19T19:49:05.575761+00:00
2024-07-23,True,2025-07-19T19:49:05.582878+00:00,model,"Llama 3.1 8B Instruct is a multilingual large language model optimized for dialogue use cases. It features a 128K context length, state-of-the-art tool use, and strong reasoning capabilities.",,2023-12-31,llama_3_1_community_license,,llama-3.1-8b-instruct,False,Llama 3.1 8B Instruct,US,Social media company with AI research,meta,Meta,https://meta.com,8000000000,2024-07-23,https://www.llama.com/,,,https://github.com/meta-llama/llama-models,https://ai.meta.com/blog/meta-llama-3-1/,https://huggingface.co/meta-llama/Meta-Llama-3.1-8B-Instruct,15000000000000,2025-07-19T19:49:05.582878+00:00
2024-09-25,True,2025-07-19T19:49:05.588479+00:00,model,"Llama 3.2 11B Vision Instruct is an instruction-tuned multimodal large language model optimized for visual recognition, image reasoning, captioning, and answering general questions about an image. It accepts text and images as input and generates text as output.",,2023-12-31,llama_3_2_community_license,,llama-3.2-11b-instruct,True,Llama 3.2 11B Instruct,US,Social media company with AI research,meta,Meta,https://meta.com,10600000000,2024-09-25,https://huggingface.co/meta-llama/Llama-3.2-11B-Vision-Instruct,,,https://github.com/facebookresearch/llama,https://ai.meta.com/blog/llama-3-2-connect-2024-vision-edge-mobile-devices/,https://huggingface.co/meta-llama/Llama-3.2-11B-Vision-Instruct,,2025-07-19T19:49:05.588479+00:00
2024-09-25,True,2025-07-19T19:49:05.591372+00:00,model,"Llama 3.2 3B Instruct is a large language model that supports a context length of 128K tokens and are state-of-the-art in their class for on-device use cases like summarization, instruction following, and rewriting tasks running locally at the edge.",,,llama_3_2_community_license,,llama-3.2-3b-instruct,False,Llama 3.2 3B Instruct,US,Social media company with AI research,meta,Meta,https://meta.com,3210000000,2024-09-25,https://github.com/meta-llama/llama-models,,https://llama.meta.com/llama-downloads,https://github.com/meta-llama/llama-models,https://ai.meta.com/blog/llama-3-2-connect-2024-vision-edge-mobile-devices/,https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct,9000000000000,2025-07-19T19:49:05.591372+00:00
2024-09-25,True,2025-07-19T19:49:05.579590+00:00,model,"Llama 3.2 90B is a large multimodal language model optimized for visual recognition, image reasoning, and captioning tasks. It supports a context length of 128,000 tokens and is designed for deployment on edge and mobile devices, offering state-of-the-art performance in image understanding and generative tasks.",,,llama3_2,,llama-3.2-90b-instruct,True,Llama 3.2 90B Instruct,US,Social media company with AI research,meta,Meta,https://meta.com,90000000000,2024-09-25,https://huggingface.co/meta-llama/Llama-3.2-90B-Vision-Instruct,,,https://huggingface.co/meta-llama/Llama-3.2-90B-Vision-Instruct,https://ai.meta.com/blog/llama-3-2-connect-2024-vision-edge-mobile-devices/,https://huggingface.co/meta-llama/Llama-3.2-90B-Vision-Instruct,,2025-07-19T19:49:05.579590+00:00
2024-12-06,True,2025-07-19T19:49:05.603412+00:00,model,"Llama 3.3 is a multilingual large language model optimized for dialogue use cases across multiple languages. It is a pretrained and instruction-tuned generative model with 70 billion parameters, outperforming many open-source and closed chat models on common industry benchmarks. Llama 3.3 supports a context length of 128,000 tokens and is designed for commercial and research use in multiple languages.",,,llama_3_3_community_license_agreement,,llama-3.3-70b-instruct,False,Llama 3.3 70B Instruct,US,Social media company with AI research,meta,Meta,https://meta.com,70000000000,2024-12-06,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,https://github.com/meta-llama/llama-models/blob/main/models/llama3_3/MODEL_CARD.md,,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,15000000000000,2025-07-19T19:49:05.603412+00:00
2025-04-05,True,2025-07-19T19:49:05.595636+00:00,model,"Llama 4 Maverick is a natively multimodal model capable of processing both text and images. It features a 17 billion active parameter mixture-of-experts (MoE) architecture with 128 experts, supporting a wide range of multimodal tasks such as conversational interaction, image analysis, and code generation. The model includes a 1 million token context window.",,,llama_4_community_license_agreement,,llama-4-maverick,True,Llama 4 Maverick,US,Social media company with AI research,meta,Meta,https://meta.com,400000000000,2025-04-05,https://ai.meta.com/blog/llama-4-multimodal-intelligence/,,https://huggingface.co/meta-llama/Llama-4-Maverick-17B-128E-Instruct,https://github.com/meta-llama/llama-models/tree/main/models/llama4,,https://huggingface.co/meta-llama/Llama-4-Maverick-17B-128E-Instruct,22000000000000,2025-07-19T19:49:05.595636+00:00
2025-04-05,True,2025-07-19T19:49:05.599841+00:00,model,"Llama 4 Scout is a natively multimodal model capable of processing both text and images. It features a 17 billion activated parameter (109B total) mixture-of-experts (MoE) architecture with 16 experts, supporting a wide range of multimodal tasks such as conversational interaction, image analysis, and code generation. The model includes a 10 million token context window.",,,llama_4_community_license_agreement,,llama-4-scout,True,Llama 4 Scout,US,Social media company with AI research,meta,Meta,https://meta.com,109000000000,2025-04-05,https://ai.meta.com/blog/llama-4-multimodal-intelligence/,,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Instruct,https://github.com/meta-llama/llama-models/tree/main/models/llama4,,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Instruct,40000000000000,2025-07-19T19:49:05.599841+00:00
2024-08-23,True,2025-07-19T19:49:05.559796+00:00,model,"Phi-3.5-mini-instruct is a 3.8B-parameter model that supports up to 128K context tokens, with improved multilingual capabilities across over 20 languages. It underwent additional training and safety post-training to enhance instruction-following, reasoning, math, and code generation. Ideal for environments with memory or latency constraints, it uses an MIT license.",,,mit,,phi-3.5-mini-instruct,False,Phi-3.5-mini-instruct,US,Technology company,microsoft,Microsoft,https://microsoft.com,3800000000,2024-08-23,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,https://arxiv.org/abs/2404.14219,,,https://techcommunity.microsoft.com/blog/azure-ai-services-blog/discover-the-new-multi-lingual-high-quality-phi-3-5-slms/4225280,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,3400000000000,2025-07-19T19:49:05.559796+00:00
